INST_CODE,COLLEGE_NAME,DIST_CODE,BRANCH_CODE,BRANCH_NAME,YEAR,PHASE,OC_BOYS,OC_GIRLS,BC_A_BOYS,BC_A_GIRLS,BC_B_BOYS,BC_B_GIRLS,BC_C_BOYS,BC_C_GIRLS,BC_D_BOYS,BC_D_GIRLS,BC_E_BOYS,BC_E_GIRLS,SC_BOYS,SC_GIRLS,ST_BOYS,ST_GIRLS,EWS_BOYS,EWS_GIRLS,PLACE,COLLEGE_TYPE
GCTC,GEETANJALI COLLEGE OF ENGG AND TECHNOLOGY (AUTONOMOUS),MDL,CIV,CIVIL ENGINEERING,2023,FINAL,84462.0,84462.0,84462.0,118524.0,136086.0,136086.0,84462.0,84462.0,84462.0,140055.0,84462.0,84462.0,117724.0,117724.0,155003.0,155003.0,84462.0,108722.0,KEESARA,PVT
GCTC,GEETANJALI COLLEGE OF ENGG AND TECHNOLOGY (AUTONOMOUS),MDL,CSC,COMPUTER SCIENCE AND ENGINEERING (CYBER SECURITY),2023,FINAL,29020.0,29351.0,77051.0,83296.0,45111.0,49971.0,127040.0,127040.0,45274.0,45274.0,71071.0,87125.0,109781.0,125651.0,147583.0,154381.0,29020.0,31266.0,KEESARA,PVT
GCTC,GEETANJALI COLLEGE OF ENGG AND TECHNOLOGY (AUTONOMOUS),MDL,CSD,COMPUTER SCIENCE AND ENGINEERING (DATA SCIENCE),2023,FINAL,26233.0,26233.0,68946.0,68946.0,39798.0,43036.0,85804.0,85804.0,42624.0,44852.0,67217.0,97311.0,96602.0,130218.0,133415.0,151812.0,26233.0,26322.0,KEESARA,PVT
GCTC,GEETANJALI COLLEGE OF ENGG AND TECHNOLOGY (AUTONOMOUS),MDL,CSE,COMPUTER SCIENCE AND ENGINEERING,2023,FINAL,21027.0,22230.0,51976.0,62021.0,32963.0,32963.0,38768.0,87656.0,32148.0,34091.0,51845.0,51845.0,61261.0,65335.0,93917.0,98132.0,21326.0,22230.0,KEESARA,PVT
GCTC,GEETANJALI COLLEGE OF ENGG AND TECHNOLOGY (AUTONOMOUS),MDL,CSM,COMPUTER SCIENCE AND ENGINEERING (ARTIFICIAL INTELLIGENCE AND MACHINE LEARNING),2023,FINAL,22696.0,24676.0,64783.0,68658.0,36144.0,39016.0,74625.0,74625.0,36497.0,37251.0,64330.0,104128.0,85494.0,123982.0,148162.0,150358.0,24037.0,24676.0,KEESARA,PVT
GCTC,GEETANJALI COLLEGE OF ENGG AND TECHNOLOGY (AUTONOMOUS),MDL,ECE,ELECTRONICS AND COMMUNICATION ENGINEERING,2023,FINAL,40856.0,46664.0,84218.0,84218.0,63339.0,82975.0,64270.0,64270.0,67430.0,75576.0,99620.0,130022.0,130771.0,144814.0,154831.0,154831.0,46722.0,46722.0,KEESARA,PVT
GCTC,GEETANJALI COLLEGE OF ENGG AND TECHNOLOGY (AUTONOMOUS),MDL,EEE,ELECTRICAL AND ELECTRONICS ENGINEERING,2023,FINAL,37718.0,37718.0,105269.0,105269.0,131105.0,137220.0,119104.0,119104.0,128664.0,132295.0,126355.0,126355.0,154750.0,155030.0,155073.0,155073.0,91768.0,129868.0,KEESARA,PVT
GCTC,GEETANJALI COLLEGE OF ENGG AND TECHNOLOGY (AUTONOMOUS),MDL,MEC,MECHANICAL ENGINEERING,2023,FINAL,156852.0,156852.0,156852.0,156852.0,156852.0,156852.0,156852.0,156852.0,156852.0,156852.0,156852.0,156852.0,156852.0,156852.0,156852.0,156852.0,156852.0,156852.0,KEESARA,PVT
GLOB,GLOBAL INST OF ENGINEERING AND TECHNOLOGY,RR,CSD,COMPUTER SCIENCE AND ENGINEERING (DATA SCIENCE),2023,FINAL,156852.0,156852.0,156852.0,156852.0,156852.0,156852.0,156852.0,156852.0,156852.0,156852.0,156852.0,156852.0,156852.0,156852.0,156852.0,156852.0,156852.0,156852.0,CHILKUR,PVT
GLOB,GLOBAL INST OF ENGINEERING AND TECHNOLOGY,RR,CSE,COMPUTER SCIENCE AND ENGINEERING,2023,FINAL,46866.0,46866.0,136056.0,143215.0,145341.0,146730.0,90862.0,90862.0,142562.0,144525.0,117953.0,117953.0,155625.0,155625.0,156518.0,156518.0,131878.0,131878.0,CHILKUR,PVT
GLOB,GLOBAL INST OF ENGINEERING AND TECHNOLOGY,RR,CSM,COMPUTER SCIENCE AND ENGINEERING (ARTIFICIAL INTELLIGENCE AND MACHINE LEARNING),2023,FINAL,156852.0,156852.0,156852.0,156852.0,156852.0,156852.0,156852.0,156852.0,156852.0,156852.0,156852.0,156852.0,156852.0,156852.0,156852.0,156852.0,156852.0,156852.0,CHILKUR,PVT
GLOB,GLOBAL INST OF ENGINEERING AND TECHNOLOGY,RR,ECE,ELECTRONICS AND COMMUNICATION ENGINEERING,2023,FINAL,156852.0,156852.0,156852.0,156852.0,156852.0,156852.0,156852.0,156852.0,156852.0,156852.0,156852.0,156852.0,156852.0,156852.0,156852.0,156852.0,156852.0,156852.0,CHILKUR,PVT
GLOB,GLOBAL INST OF ENGINEERING AND TECHNOLOGY,RR,MEC,MECHANICAL ENGINEERING,2023,FINAL,156852.0,156852.0,156852.0,156852.0,156852.0,156852.0,156852.0,156852.0,156852.0,156852.0,156852.0,156852.0,156852.0,156852.0,156852.0,156852.0,156852.0,156852.0,CHILKUR,PVT
GLWC,GOKARAJU LAILAVATHI WOMENS ENGINEERING COLLEGE,MDL,CS,COMPUTER SCIENCE,2023,FINAL,,30719.0,,126144.0,,56881.0,,30719.0,,60646.0,,142600.0,,151745.0,,155847.0,,32023.0,BACHUPALLY,PVT
GLWC,GOKARAJU LAILAVATHI WOMENS ENGINEERING COLLEGE,MDL,CSE,COMPUTER SCIENCE AND ENGINEERING,2023,FINAL,,26407.0,,85006.0,,45055.0,,49178.0,,48419.0,,80237.0,,120746.0,,151942.0,,29484.0,BACHUPALLY,PVT
GNIT,GURUNANAK INST OF TECHNOLOGY (AUTONOMOUS),RR,AID,ARTIFICIAL INTELLIGENCE AND DATA SCIENCE,2023,FINAL,35546.0,35546.0,96544.0,123565.0,69623.0,81462.0,108122.0,135361.0,52205.0,65794.0,112655.0,112655.0,117065.0,149305.0,127261.0,154716.0,35546.0,38114.0,IBRAHIMPATAN,PVT
GNIT,GURUNANAK INST OF TECHNOLOGY (AUTONOMOUS),RR,CIV,CIVIL ENGINEERING,2023,FINAL,112776.0,112776.0,112776.0,112776.0,112776.0,112776.0,112776.0,112776.0,156597.0,156597.0,112776.0,112776.0,155274.0,155274.0,118878.0,153961.0,112776.0,112776.0,IBRAHIMPATAN,PVT
GNIT,GURUNANAK INST OF TECHNOLOGY (AUTONOMOUS),RR,CSC,COMPUTER SCIENCE AND ENGINEERING (CYBER SECURITY),2023,FINAL,156852.0,156852.0,156852.0,156852.0,156852.0,156852.0,156852.0,156852.0,156852.0,156852.0,156852.0,156852.0,156852.0,156852.0,156852.0,156852.0,156852.0,156852.0,IBRAHIMPATAN,PVT
GNIT,GURUNANAK INST OF TECHNOLOGY (AUTONOMOUS),RR,CSE,COMPUTER SCIENCE AND ENGINEERING,2023,FINAL,22057.0,22057.0,56581.0,66811.0,41358.0,48591.0,133136.0,133136.0,36509.0,36509.0,56409.0,70881.0,65125.0,65381.0,74981.0,88778.0,25606.0,28490.0,IBRAHIMPATAN,PVT
GNIT,GURUNANAK INST OF TECHNOLOGY (AUTONOMOUS),RR,CSM,COMPUTER SCIENCE AND ENGINEERING (ARTIFICIAL INTELLIGENCE AND MACHINE LEARNING),2023,FINAL,24330.0,29801.0,71796.0,108762.0,56593.0,69807.0,96383.0,102762.0,41009.0,44081.0,81845.0,101595.0,100260.0,100260.0,116095.0,153890.0,30630.0,30630.0,IBRAHIMPATAN,PVT
GNIT,GURUNANAK INST OF TECHNOLOGY (AUTONOMOUS),RR,ECE,ELECTRONICS AND COMMUNICATION ENGINEERING,2023,FINAL,35967.0,35967.0,131743.0,143869.0,76132.0,100022.0,35967.0,35967.0,80015.0,80015.0,140137.0,145837.0,129030.0,152223.0,136144.0,148481.0,43063.0,43063.0,IBRAHIMPATAN,PVT
GNIT,GURUNANAK INST OF TECHNOLOGY (AUTONOMOUS),RR,EEE,ELECTRICAL AND ELECTRONICS ENGINEERING,2023,FINAL,156852.0,156852.0,156852.0,156852.0,156852.0,156852.0,156852.0,156852.0,156852.0,156852.0,156852.0,156852.0,156852.0,156852.0,156852.0,156852.0,156852.0,156852.0,IBRAHIMPATAN,PVT
GNIT,GURUNANAK INST OF TECHNOLOGY (AUTONOMOUS),RR,INF,INFORMATION TECHNOLOGY,2023,FINAL,34374.0,34929.0,100880.0,128159.0,63827.0,82503.0,57160.0,57160.0,56997.0,59677.0,108704.0,114105.0,141299.0,145509.0,128701.0,155148.0,34374.0,38530.0,IBRAHIMPATAN,PVT
GNIT,GURUNANAK INST OF TECHNOLOGY (AUTONOMOUS),RR,MEC,MECHANICAL ENGINEERING,2023,FINAL,151544.0,151544.0,151544.0,151544.0,151544.0,151544.0,151544.0,151544.0,151544.0,151544.0,151544.0,151544.0,151544.0,151544.0,151544.0,151544.0,151544.0,151544.0,IBRAHIMPATAN,PVT
GNPT,GANAPATHI ENGINEERING COLLGE,WGL,CSE,COMPUTER SCIENCE AND ENGINEERING,2023,FINAL,156852.0,156852.0,156852.0,156852.0,156852.0,156852.0,156852.0,156852.0,156852.0,156852.0,156852.0,156852.0,156852.0,156852.0,156852.0,156852.0,156852.0,156852.0,WARANGAL,PVT
GNPT,GANAPATHI ENGINEERING COLLGE,WGL,ECE,ELECTRONICS AND COMMUNICATION ENGINEERING,2023,FINAL,156852.0,156852.0,156852.0,156852.0,156852.0,156852.0,156852.0,156852.0,156852.0,156852.0,156852.0,156852.0,156852.0,156852.0,156852.0,156852.0,156852.0,156852.0,WARANGAL,PVT
GNTW,G NARAYNAMMA INSTITUTE OF TECHNOLOGY AND SCI,HYD,CSD,COMPUTER SCIENCE AND ENGINEERING (DATA SCIENCE),2023,FINAL,,6917.0,,17718.0,,12803.0,,6917.0,,10090.0,,6917.0,,34122.0,,66998.0,,7210.0,SHAIKPET,PVT
GNTW,G NARAYNAMMA INSTITUTE OF TECHNOLOGY AND SCI,HYD,CSE,COMPUTER SCIENCE AND ENGINEERING,2023,FINAL,,6470.0,,20122.0,,9187.0,,46759.0,,8011.0,,13868.0,,25241.0,,40453.0,,6636.0,SHAIKPET,PVT
GNTW,G NARAYNAMMA INSTITUTE OF TECHNOLOGY AND SCI,HYD,CSM,COMPUTER SCIENCE AND ENGINEERING (ARTIFICIAL INTELLIGENCE AND MACHINE LEARNING),2023,FINAL,,6697.0,,16169.0,,10744.0,,6697.0,,9417.0,,11630.0,,39847.0,,33077.0,,6868.0,SHAIKPET,PVT
GNTW,G NARAYNAMMA INSTITUTE OF TECHNOLOGY AND SCI,HYD,ECE,ELECTRONICS AND COMMUNICATION ENGINEERING,2023,FINAL,,15098.0,,41584.0,,20974.0,,122123.0,,21196.0,,30679.0,,68847.0,,69770.0,,15271.0,SHAIKPET,PVT
GNTW,G NARAYNAMMA INSTITUTE OF TECHNOLOGY AND SCI,HYD,EEE,ELECTRICAL AND ELECTRONICS ENGINEERING,2023,FINAL,,31566.0,,121504.0,,66064.0,,129886.0,,54687.0,,81144.0,,128339.0,,118774.0,,39726.0,SHAIKPET,PVT
GNTW,G NARAYNAMMA INSTITUTE OF TECHNOLOGY AND SCI,HYD,ETM,ELECTRONICS AND TELEMATICS,2023,FINAL,,27006.0,,103646.0,,56734.0,,39667.0,,43616.0,,55023.0,,148195.0,,152345.0,,34322.0,SHAIKPET,PVT
GNTW,G NARAYNAMMA INSTITUTE OF TECHNOLOGY AND SCI,HYD,INF,INFORMATION TECHNOLOGY,2023,FINAL,,9932.0,,24742.0,,14554.0,,47923.0,,13186.0,,19711.0,,45387.0,,77266.0,,9932.0,SHAIKPET,PVT
GRRR,GOKARAJU RANGARAJU INSTITUTE OF ENGG AND TECH,MDL,CIV,CIVIL ENGINEERING,2023,FINAL,43750.0,43750.0,132247.0,132247.0,70094.0,139726.0,43750.0,43750.0,80542.0,117860.0,134252.0,134252.0,128249.0,128249.0,116295.0,117033.0,86928.0,91233.0,BACHUPALLY,PVT
GRRR,GOKARAJU RANGARAJU INSTITUTE OF ENGG AND TECH,MDL,CSA,COMPUTER SCIENCE AND ENGG (ARTIFICIAL INTELLIGENCE),2023,FINAL,8729.0,9434.0,24240.0,25796.0,11103.0,13243.0,29073.0,29073.0,12378.0,13016.0,20738.0,20738.0,45032.0,68110.0,67047.0,104372.0,9747.0,9747.0,BACHUPALLY,PVT
GRRR,GOKARAJU RANGARAJU INSTITUTE OF ENGG AND TECH,MDL,CSB,COMPUTER SCIENCE AND BUSINESS SYSTEM,2023,FINAL,8526.0,10224.0,21228.0,22026.0,15122.0,15709.0,8526.0,10224.0,12281.0,18276.0,22952.0,22952.0,39749.0,43846.0,45316.0,80872.0,9448.0,10224.0,BACHUPALLY,PVT
GRRR,GOKARAJU RANGARAJU INSTITUTE OF ENGG AND TECH,MDL,CSD,COMPUTER SCIENCE AND ENGINEERING (DATA SCIENCE),2023,FINAL,7328.0,8744.0,17483.0,21549.0,12610.0,12610.0,40407.0,40407.0,10005.0,12779.0,17268.0,25340.0,31904.0,37252.0,40007.0,55807.0,7328.0,8744.0,BACHUPALLY,PVT
GRRR,GOKARAJU RANGARAJU INSTITUTE OF ENGG AND TECH,MDL,CSE,COMPUTER SCIENCE AND ENGINEERING,2023,FINAL,5555.0,6202.0,13508.0,15432.0,9272.0,9272.0,25132.0,25132.0,7425.0,9110.0,9378.0,11614.0,24378.0,29500.0,28608.0,38359.0,5565.0,6534.0,BACHUPALLY,PVT
GRRR,GOKARAJU RANGARAJU INSTITUTE OF ENGG AND TECH,MDL,CSI,COMPUTER SCIENCE AND INFORMATION TECHNOLOGY ,2023,FINAL,7533.0,9027.0,31386.0,33506.0,13381.0,13876.0,7533.0,9027.0,13028.0,13869.0,19595.0,40561.0,42073.0,60989.0,49076.0,52386.0,8027.0,10389.0,BACHUPALLY,PVT
GRRR,GOKARAJU RANGARAJU INSTITUTE OF ENGG AND TECH,MDL,CSM,COMPUTER SCIENCE AND ENGINEERING (ARTIFICIAL INTELLIGENCE AND MACHINE LEARNING),2023,FINAL,6749.0,7432.0,17466.0,20363.0,10156.0,10513.0,6749.0,31078.0,7890.0,10032.0,13023.0,22691.0,26209.0,27776.0,36373.0,51680.0,6749.0,7993.0,BACHUPALLY,PVT
GRRR,GOKARAJU RANGARAJU INSTITUTE OF ENGG AND TECH,MDL,ECE,ELECTRONICS AND COMMUNICATION ENGINEERING,2023,FINAL,11610.0,11610.0,27280.0,39031.0,15982.0,15982.0,30392.0,30392.0,17606.0,17606.0,24289.0,49257.0,42793.0,53699.0,43294.0,78680.0,11610.0,11610.0,BACHUPALLY,PVT
GRRR,GOKARAJU RANGARAJU INSTITUTE OF ENGG AND TECH,MDL,EEE,ELECTRICAL AND ELECTRONICS ENGINEERING,2023,FINAL,20436.0,20436.0,59620.0,73318.0,59321.0,61125.0,20436.0,20436.0,46369.0,46369.0,71425.0,71425.0,72014.0,112110.0,66724.0,116765.0,24154.0,36013.0,BACHUPALLY,PVT
GRRR,GOKARAJU RANGARAJU INSTITUTE OF ENGG AND TECH,MDL,INF,INFORMATION TECHNOLOGY,2023,FINAL,9201.0,9201.0,23073.0,23073.0,15032.0,17061.0,40422.0,40422.0,12975.0,16078.0,21217.0,26845.0,41473.0,41474.0,46799.0,58272.0,9381.0,9671.0,BACHUPALLY,PVT
GRRR,GOKARAJU RANGARAJU INSTITUTE OF ENGG AND TECH,MDL,MEC,MECHANICAL ENGINEERING,2023,FINAL,42705.0,57595.0,117992.0,132996.0,72548.0,128185.0,42705.0,57595.0,110586.0,110586.0,92199.0,119519.0,148433.0,155548.0,144515.0,147535.0,51786.0,94211.0,BACHUPALLY,PVT
GURU,GURU NANAK INSTITUTIONS TECHNICAL CAMPUS (AUTONOMOUS),RR,AID,ARTIFICIAL INTELLIGENCE AND DATA SCIENCE,2023,FINAL,26535.0,42582.0,60595.0,113072.0,56058.0,69027.0,26535.0,42582.0,59978.0,62003.0,74049.0,74049.0,100662.0,130048.0,134504.0,148095.0,37280.0,42848.0,IBRAHIMPATAN,PVT
GURU,GURU NANAK INSTITUTIONS TECHNICAL CAMPUS (AUTONOMOUS),RR,CIV,CIVIL ENGINEERING,2023,FINAL,156852.0,156852.0,156852.0,156852.0,156852.0,156852.0,156852.0,156852.0,156852.0,156852.0,156852.0,156852.0,156852.0,156852.0,156852.0,156852.0,156852.0,156852.0,IBRAHIMPATAN,PVT
GURU,GURU NANAK INSTITUTIONS TECHNICAL CAMPUS (AUTONOMOUS),RR,CSC,COMPUTER SCIENCE AND ENGINEERING (CYBER SECURITY),2023,FINAL,38134.0,38134.0,89026.0,130107.0,73745.0,76176.0,38134.0,38134.0,60244.0,71769.0,116086.0,116086.0,122497.0,148529.0,126933.0,149515.0,39475.0,41841.0,IBRAHIMPATAN,PVT
GURU,GURU NANAK INSTITUTIONS TECHNICAL CAMPUS (AUTONOMOUS),RR,CSD,COMPUTER SCIENCE AND ENGINEERING (DATA SCIENCE),2023,FINAL,33199.0,36089.0,84648.0,91765.0,70029.0,70029.0,33199.0,36089.0,54540.0,56045.0,84649.0,143138.0,120583.0,147552.0,118677.0,153889.0,34119.0,45006.0,IBRAHIMPATAN,PVT
GURU,GURU NANAK INSTITUTIONS TECHNICAL CAMPUS (AUTONOMOUS),RR,CSE,COMPUTER SCIENCE AND ENGINEERING,2023,FINAL,26779.0,32377.0,78399.0,78399.0,52238.0,55455.0,141974.0,141974.0,43757.0,47000.0,75614.0,75614.0,95472.0,95472.0,72412.0,103554.0,30867.0,39463.0,IBRAHIMPATAN,PVT
GURU,GURU NANAK INSTITUTIONS TECHNICAL CAMPUS (AUTONOMOUS),RR,CSM,COMPUTER SCIENCE AND ENGINEERING (ARTIFICIAL INTELLIGENCE AND MACHINE LEARNING),2023,FINAL,30779.0,32681.0,69578.0,81305.0,59364.0,61342.0,118367.0,118367.0,49049.0,49788.0,108958.0,108958.0,98528.0,126753.0,112757.0,142760.0,31677.0,32902.0,IBRAHIMPATAN,PVT
GURU,GURU NANAK INSTITUTIONS TECHNICAL CAMPUS (AUTONOMOUS),RR,CSO,COMPUTER SCIENCE AND ENGINEERING (IOT),2023,FINAL,45477.0,45477.0,116218.0,127429.0,92999.0,101648.0,45477.0,45477.0,89472.0,89472.0,45477.0,120749.0,155934.0,155934.0,154885.0,154885.0,45477.0,48869.0,IBRAHIMPATAN,PVT
GURU,GURU NANAK INSTITUTIONS TECHNICAL CAMPUS (AUTONOMOUS),RR,ECE,ELECTRONICS AND COMMUNICATION ENGINEERING,2023,FINAL,47232.0,47419.0,143290.0,143290.0,100032.0,124471.0,74107.0,74107.0,86753.0,104417.0,144822.0,144822.0,150465.0,154701.0,155595.0,155595.0,60588.0,69952.0,IBRAHIMPATAN,PVT
GURU,GURU NANAK INSTITUTIONS TECHNICAL CAMPUS (AUTONOMOUS),RR,EEE,ELECTRICAL AND ELECTRONICS ENGINEERING,2023,FINAL,156852.0,156852.0,156852.0,156852.0,156852.0,156852.0,156852.0,156852.0,156852.0,156852.0,156852.0,156852.0,156852.0,156852.0,156852.0,156852.0,156852.0,156852.0,IBRAHIMPATAN,PVT
GURU,GURU NANAK INSTITUTIONS TECHNICAL CAMPUS (AUTONOMOUS),RR,INF,INFORMATION TECHNOLOGY,2023,FINAL,40414.0,43293.0,100209.0,105853.0,75630.0,75630.0,61592.0,61592.0,59399.0,79450.0,140749.0,146682.0,130057.0,149760.0,129426.0,138031.0,42165.0,43293.0,IBRAHIMPATAN,PVT
GURU,GURU NANAK INSTITUTIONS TECHNICAL CAMPUS (AUTONOMOUS),RR,MEC,MECHANICAL ENGINEERING,2023,FINAL,156852.0,156852.0,156852.0,156852.0,156852.0,156852.0,156852.0,156852.0,156852.0,156852.0,156852.0,156852.0,156852.0,156852.0,156852.0,156852.0,156852.0,156852.0,IBRAHIMPATAN,PVT
HITM,HYDERABAD INST OF TECHNOLOGY AND MGMT (AUTONOMOUS),MDL,CSD,COMPUTER SCIENCE AND ENGINEERING (DATA SCIENCE),2023,FINAL,40944.0,42534.0,89985.0,142350.0,76226.0,80554.0,40944.0,135374.0,69993.0,78693.0,128687.0,139782.0,147772.0,156689.0,152502.0,154064.0,42148.0,46713.0,MEDCHAL,PVT
HITM,HYDERABAD INST OF TECHNOLOGY AND MGMT (AUTONOMOUS),MDL,CSE,COMPUTER SCIENCE AND ENGINEERING,2023,FINAL,33440.0,33440.0,64377.0,72467.0,54409.0,75370.0,114727.0,114727.0,56181.0,58841.0,65626.0,88545.0,87419.0,122592.0,128942.0,151392.0,35145.0,38005.0,MEDCHAL,PVT
HITM,HYDERABAD INST OF TECHNOLOGY AND MGMT (AUTONOMOUS),MDL,CSM,COMPUTER SCIENCE AND ENGINEERING (ARTIFICIAL INTELLIGENCE AND MACHINE LEARNING),2023,FINAL,38308.0,40878.0,81911.0,89135.0,69515.0,78722.0,88880.0,88880.0,68192.0,72485.0,102080.0,109644.0,120270.0,148638.0,154670.0,155517.0,38500.0,40878.0,MEDCHAL,PVT
HITM,HYDERABAD INST OF TECHNOLOGY AND MGMT (AUTONOMOUS),MDL,ECE,ELECTRONICS AND COMMUNICATION ENGINEERING,2023,FINAL,44780.0,44780.0,114823.0,114823.0,82007.0,91264.0,44780.0,90513.0,80935.0,85175.0,44780.0,101476.0,153377.0,153377.0,151510.0,151510.0,52530.0,54658.0,MEDCHAL,PVT
HITM,HYDERABAD INST OF TECHNOLOGY AND MGMT (AUTONOMOUS),MDL,EEE,ELECTRICAL AND ELECTRONICS ENGINEERING,2023,FINAL,71351.0,71351.0,127138.0,127138.0,110542.0,123323.0,117243.0,117243.0,127724.0,127724.0,129485.0,129485.0,150241.0,151999.0,155220.0,155220.0,71351.0,104160.0,MEDCHAL,PVT
HITM,HYDERABAD INST OF TECHNOLOGY AND MGMT (AUTONOMOUS),MDL,MEC,MECHANICAL ENGINEERING,2023,FINAL,156852.0,156852.0,156852.0,156852.0,156852.0,156852.0,156852.0,156852.0,156852.0,156852.0,156852.0,156852.0,156852.0,156852.0,156852.0,156852.0,156852.0,156852.0,MEDCHAL,PVT
HOLY,HOLY MARY INSTITUTE OF TECH SCIENCE (AUTONOMOUS),MDL,CIV,CIVIL ENGINEERING,2023,FINAL,156852.0,156852.0,156852.0,156852.0,156852.0,156852.0,156852.0,156852.0,156852.0,156852.0,156852.0,156852.0,156852.0,156852.0,156852.0,156852.0,156852.0,156852.0,KEESARA,PVT
HOLY,HOLY MARY INSTITUTE OF TECH SCIENCE (AUTONOMOUS),MDL,CSD,COMPUTER SCIENCE AND ENGINEERING (DATA SCIENCE),2023,FINAL,72775.0,110011.0,139696.0,139696.0,120293.0,133535.0,72775.0,110011.0,107029.0,110011.0,144330.0,144330.0,152855.0,152855.0,153789.0,154558.0,88511.0,110011.0,KEESARA,PVT
HOLY,HOLY MARY INSTITUTE OF TECH SCIENCE (AUTONOMOUS),MDL,CSE,COMPUTER SCIENCE AND ENGINEERING,2023,FINAL,47213.0,47213.0,107741.0,114435.0,100160.0,100160.0,84405.0,84405.0,81443.0,113531.0,133762.0,143125.0,139725.0,153184.0,148545.0,152432.0,64654.0,98484.0,KEESARA,PVT
HOLY,HOLY MARY INSTITUTE OF TECH SCIENCE (AUTONOMOUS),MDL,CSM,COMPUTER SCIENCE AND ENGINEERING (ARTIFICIAL INTELLIGENCE AND MACHINE LEARNING),2023,FINAL,156852.0,156852.0,156852.0,156852.0,156852.0,156852.0,156852.0,156852.0,156852.0,156852.0,156852.0,156852.0,156852.0,156852.0,156852.0,156852.0,156852.0,156852.0,KEESARA,PVT
HOLY,HOLY MARY INSTITUTE OF TECH SCIENCE (AUTONOMOUS),MDL,CSO,COMPUTER SCIENCE AND ENGINEERING (IOT),2023,FINAL,59486.0,59486.0,142800.0,142800.0,134825.0,138841.0,59486.0,59486.0,130700.0,141572.0,132464.0,132464.0,155752.0,155752.0,143316.0,143316.0,116861.0,140782.0,KEESARA,PVT
HOLY,HOLY MARY INSTITUTE OF TECH SCIENCE (AUTONOMOUS),MDL,ECE,ELECTRONICS AND COMMUNICATION ENGINEERING,2023,FINAL,45331.0,45331.0,138388.0,138388.0,138883.0,139973.0,45331.0,45331.0,114538.0,145878.0,139519.0,139519.0,155126.0,155126.0,151085.0,156724.0,132874.0,132874.0,KEESARA,PVT
HOLY,HOLY MARY INSTITUTE OF TECH SCIENCE (AUTONOMOUS),MDL,EEE,ELECTRICAL AND ELECTRONICS ENGINEERING,2023,FINAL,156852.0,156852.0,156852.0,156852.0,156852.0,156852.0,156852.0,156852.0,156852.0,156852.0,156852.0,156852.0,156852.0,156852.0,156852.0,156852.0,156852.0,156852.0,KEESARA,PVT
HOLY,HOLY MARY INSTITUTE OF TECH SCIENCE (AUTONOMOUS),MDL,MEC,MECHANICAL ENGINEERING,2023,FINAL,156852.0,156852.0,156852.0,156852.0,156852.0,156852.0,156852.0,156852.0,156852.0,156852.0,156852.0,156852.0,156852.0,156852.0,156852.0,156852.0,156852.0,156852.0,KEESARA,PVT
IARE,INSTITUTE OF AERONAUTICAL ENGINEERING,MDL,ANE,AERONAUTICAL ENGINEERING,2023,FINAL,34075.0,34075.0,36618.0,113671.0,34075.0,34075.0,34075.0,34075.0,34075.0,61576.0,51773.0,96239.0,81993.0,86651.0,121847.0,141910.0,34075.0,35264.0,DUNDIGAL,PVT
IARE,INSTITUTE OF AERONAUTICAL ENGINEERING,MDL,CIV,CIVIL ENGINEERING,2023,FINAL,156852.0,156852.0,156852.0,156852.0,156852.0,156852.0,156852.0,156852.0,156852.0,156852.0,156852.0,156852.0,156852.0,156852.0,156852.0,156852.0,156852.0,156852.0,DUNDIGAL,PVT
IARE,INSTITUTE OF AERONAUTICAL ENGINEERING,MDL,CSC,COMPUTER SCIENCE AND ENGINEERING (CYBER SECURITY),2023,FINAL,18659.0,18800.0,47678.0,56197.0,31370.0,35514.0,54365.0,62248.0,31109.0,31115.0,47573.0,67510.0,76020.0,95356.0,103345.0,143361.0,18659.0,19223.0,DUNDIGAL,PVT
IARE,INSTITUTE OF AERONAUTICAL ENGINEERING,MDL,CSD,COMPUTER SCIENCE AND ENGINEERING (DATA SCIENCE),2023,FINAL,16648.0,18286.0,43542.0,49928.0,29835.0,29984.0,61478.0,61478.0,27166.0,27166.0,39542.0,63312.0,69466.0,75413.0,95116.0,127213.0,16648.0,18394.0,DUNDIGAL,PVT
IARE,INSTITUTE OF AERONAUTICAL ENGINEERING,MDL,CSE,COMPUTER SCIENCE AND ENGINEERING,2023,FINAL,13650.0,13650.0,38547.0,39709.0,23582.0,25559.0,53160.0,53160.0,22096.0,22646.0,29103.0,49990.0,59761.0,59774.0,59142.0,87503.0,14464.0,14637.0,DUNDIGAL,PVT
IARE,INSTITUTE OF AERONAUTICAL ENGINEERING,MDL,CSM,COMPUTER SCIENCE AND ENGINEERING (ARTIFICIAL INTELLIGENCE AND MACHINE LEARNING),2023,FINAL,15403.0,16492.0,40940.0,45867.0,27853.0,29283.0,53884.0,53884.0,24065.0,24065.0,38480.0,52648.0,62569.0,73135.0,80393.0,118017.0,15777.0,16492.0,DUNDIGAL,PVT
IARE,INSTITUTE OF AERONAUTICAL ENGINEERING,MDL,ECE,ELECTRONICS AND COMMUNICATION ENGINEERING,2023,FINAL,26871.0,26871.0,67417.0,78725.0,43700.0,52196.0,124548.0,124548.0,43471.0,51907.0,80591.0,80591.0,111122.0,141411.0,136753.0,156384.0,28445.0,28556.0,DUNDIGAL,PVT
